# © 2026 Ambika Analytics LLC Confidential and Proprietary Trade Secret – Not for Distribution
# Copyright (c) 2017-2026 Ambika Analytics LLC (https://acceleratedindexing.com/). All rights reserved.

AAPIS™ MONTE CARLO TEST: SCRAPE MODE
Started at: 22:20:06 4/27/2026

To establish a baseline, we performed a Monte Carlo stress test
where the AAPIS™ predictive signals were replaced with stochastic (random)
entries maintaining the same historical frequency.

======================================================================

[1/2] Capturing Base Case performance...
 >> Strategy CAGR:    22.38%
 >> Strategy Sortino: 1.21

[2/2] Running 1000 Random Iterations...
Iteration: 0001 | Random CAGR:  12.77% | Random Sortino:  0.72
Iteration: 0383 | Random CAGR:  13.15% | Random Sortino:  0.78
Iteration: 0384 | Random CAGR:  10.32% | Random Sortino:  0.60
Iteration: 0385 | Random CAGR:  12.92% | Random Sortino:  0.75
Iteration: 0386 | Random CAGR:  11.83% | Random Sortino:  0.58
Iteration: 0387 | Random CAGR:  12.71% | Random Sortino:  0.72
Iteration: 0388 | Random CAGR:  16.81% | Random Sortino:  0.90
Iteration: 0389 | Random CAGR:  14.18% | Random Sortino:  0.85
Iteration: 0390 | Random CAGR:  16.70% | Random Sortino:  0.70
Iteration: 0391 | Random CAGR:  15.34% | Random Sortino:  0.71
Iteration: 0392 | Random CAGR:  13.95% | Random Sortino:  0.67
Iteration: 0393 | Random CAGR:  12.87% | Random Sortino:  0.74
Iteration: 0394 | Random CAGR:  15.78% | Random Sortino:  0.89
Iteration: 0395 | Random CAGR:  13.38% | Random Sortino:  0.76
Iteration: 0396 | Random CAGR:  12.21% | Random Sortino:  0.59
Iteration: 0397 | Random CAGR:  12.86% | Random Sortino:  0.68
Iteration: 0398 | Random CAGR:  16.20% | Random Sortino:  0.70
Iteration: 0399 | Random CAGR:   8.28% | Random Sortino:  0.51
Iteration: 0400 | Random CAGR:  10.96% | Random Sortino:  0.69
 ... 400 runs completed
Iteration: 0401 | Random CAGR:   9.90% | Random Sortino:  0.54
Iteration: 0402 | Random CAGR:  15.30% | Random Sortino:  0.72
Iteration: 0403 | Random CAGR:  13.24% | Random Sortino:  0.86
Iteration: 0404 | Random CAGR:  13.87% | Random Sortino:  0.93
Iteration: 0405 | Random CAGR:  12.04% | Random Sortino:  0.62
Iteration: 0406 | Random CAGR:  11.64% | Random Sortino:  0.55
Iteration: 0407 | Random CAGR:  13.41% | Random Sortino:  0.72
Iteration: 0408 | Random CAGR:  11.06% | Random Sortino:  0.73
Iteration: 0409 | Random CAGR:  12.77% | Random Sortino:  0.73
Iteration: 0410 | Random CAGR:  11.77% | Random Sortino:  0.77
Iteration: 0411 | Random CAGR:  16.36% | Random Sortino:  1.18
Iteration: 0412 | Random CAGR:  16.99% | Random Sortino:  0.97
Iteration: 0413 | Random CAGR:  11.16% | Random Sortino:  0.60
Iteration: 0414 | Random CAGR:  14.59% | Random Sortino:  0.86
Iteration: 0415 | Random CAGR:   9.88% | Random Sortino:  0.48
Iteration: 0416 | Random CAGR:  14.40% | Random Sortino:  0.64
Iteration: 0417 | Random CAGR:  10.73% | Random Sortino:  0.50
Iteration: 0418 | Random CAGR:  11.57% | Random Sortino:  0.57
Iteration: 0419 | Random CAGR:   8.13% | Random Sortino:  0.49
Iteration: 0420 | Random CAGR:  14.39% | Random Sortino:  0.76
Iteration: 0421 | Random CAGR:  11.76% | Random Sortino:  0.57
Iteration: 0422 | Random CAGR:  10.37% | Random Sortino:  0.57
Iteration: 0423 | Random CAGR:  10.10% | Random Sortino:  0.54
Iteration: 0424 | Random CAGR:  13.55% | Random Sortino:  0.76
Iteration: 0425 | Random CAGR:  12.68% | Random Sortino:  0.77
Iteration: 0426 | Random CAGR:  14.70% | Random Sortino:  0.85
Iteration: 0427 | Random CAGR:  10.90% | Random Sortino:  0.65
Iteration: 0428 | Random CAGR:  11.03% | Random Sortino:  0.59
Iteration: 0429 | Random CAGR:  12.31% | Random Sortino:  0.66
Iteration: 0430 | Random CAGR:  10.06% | Random Sortino:  0.59
Iteration: 0431 | Random CAGR:  13.34% | Random Sortino:  0.83
Iteration: 0432 | Random CAGR:  11.86% | Random Sortino:  0.68
Iteration: 0433 | Random CAGR:  11.58% | Random Sortino:  0.57
Iteration: 0434 | Random CAGR:  10.69% | Random Sortino:  0.81
Iteration: 0435 | Random CAGR:  12.29% | Random Sortino:  0.76
Iteration: 0436 | Random CAGR:  13.41% | Random Sortino:  0.80
Iteration: 0437 | Random CAGR:   9.92% | Random Sortino:  0.53
Iteration: 0438 | Random CAGR:  12.61% | Random Sortino:  0.56
Iteration: 0439 | Random CAGR:  12.25% | Random Sortino:  0.56
Iteration: 0440 | Random CAGR:  12.05% | Random Sortino:  0.67
Iteration: 0441 | Random CAGR:  12.06% | Random Sortino:  0.77
Iteration: 0442 | Random CAGR:  13.51% | Random Sortino:  0.71
Iteration: 0443 | Random CAGR:  11.31% | Random Sortino:  0.59
Iteration: 0444 | Random CAGR:  12.78% | Random Sortino:  0.62
Iteration: 0445 | Random CAGR:  14.58% | Random Sortino:  0.69
Iteration: 0446 | Random CAGR:  17.86% | Random Sortino:  0.93
Iteration: 0447 | Random CAGR:   9.99% | Random Sortino:  0.58
Iteration: 0448 | Random CAGR:  11.88% | Random Sortino:  0.64
Iteration: 0449 | Random CAGR:  13.01% | Random Sortino:  0.66
Iteration: 0450 | Random CAGR:  11.43% | Random Sortino:  0.61
Iteration: 0451 | Random CAGR:  11.25% | Random Sortino:  0.62
Iteration: 0452 | Random CAGR:  13.53% | Random Sortino:  0.71
Iteration: 0453 | Random CAGR:  13.95% | Random Sortino:  0.78
Iteration: 0454 | Random CAGR:  10.58% | Random Sortino:  0.60
Iteration: 0455 | Random CAGR:  12.62% | Random Sortino:  0.89
Iteration: 0456 | Random CAGR:  10.52% | Random Sortino:  0.60
Iteration: 0457 | Random CAGR:   9.82% | Random Sortino:  0.60
Iteration: 0458 | Random CAGR:   7.74% | Random Sortino:  0.46
Iteration: 0459 | Random CAGR:  10.19% | Random Sortino:  0.69
Iteration: 0460 | Random CAGR:  13.58% | Random Sortino:  0.60
Iteration: 0461 | Random CAGR:  11.96% | Random Sortino:  0.77
Iteration: 0462 | Random CAGR:  12.04% | Random Sortino:  0.72
Iteration: 0463 | Random CAGR:   8.19% | Random Sortino:  0.47
Iteration: 0464 | Random CAGR:  13.66% | Random Sortino:  0.65
Iteration: 0465 | Random CAGR:  10.60% | Random Sortino:  0.60
Iteration: 0466 | Random CAGR:  12.42% | Random Sortino:  0.84
Iteration: 0467 | Random CAGR:  12.64% | Random Sortino:  0.59
Iteration: 0468 | Random CAGR:  13.65% | Random Sortino:  0.79
Iteration: 0469 | Random CAGR:  12.29% | Random Sortino:  0.64
Iteration: 0470 | Random CAGR:  10.42% | Random Sortino:  0.73
Iteration: 0471 | Random CAGR:   9.42% | Random Sortino:  0.46
Iteration: 0472 | Random CAGR:   9.29% | Random Sortino:  0.51
Iteration: 0473 | Random CAGR:  13.61% | Random Sortino:  0.78
Iteration: 0474 | Random CAGR:  13.83% | Random Sortino:  0.67
Iteration: 0475 | Random CAGR:  12.30% | Random Sortino:  0.67
Iteration: 0476 | Random CAGR:   9.49% | Random Sortino:  0.46
Iteration: 0477 | Random CAGR:  16.61% | Random Sortino:  1.04
Iteration: 0478 | Random CAGR:  10.30% | Random Sortino:  0.62
Iteration: 0479 | Random CAGR:  12.29% | Random Sortino:  0.76
Iteration: 0480 | Random CAGR:  10.96% | Random Sortino:  0.58
Iteration: 0481 | Random CAGR:  14.91% | Random Sortino:  0.90
Iteration: 0482 | Random CAGR:  11.99% | Random Sortino:  0.75
Iteration: 0483 | Random CAGR:  12.54% | Random Sortino:  0.70
Iteration: 0484 | Random CAGR:  12.58% | Random Sortino:  0.69
Iteration: 0485 | Random CAGR:   7.95% | Random Sortino:  0.46
Iteration: 0486 | Random CAGR:   9.87% | Random Sortino:  0.57
Iteration: 0487 | Random CAGR:  13.31% | Random Sortino:  0.85
Iteration: 0488 | Random CAGR:  12.43% | Random Sortino:  0.73
Iteration: 0489 | Random CAGR:  12.72% | Random Sortino:  0.72
Iteration: 0490 | Random CAGR:  16.51% | Random Sortino:  0.78
Iteration: 0491 | Random CAGR:  12.01% | Random Sortino:  0.57
Iteration: 0492 | Random CAGR:  13.24% | Random Sortino:  0.76
Iteration: 0493 | Random CAGR:  14.72% | Random Sortino:  0.66
Iteration: 0494 | Random CAGR:  16.04% | Random Sortino:  0.77
Iteration: 0495 | Random CAGR:  12.09% | Random Sortino:  0.79
Iteration: 0496 | Random CAGR:  10.93% | Random Sortino:  0.60
Iteration: 0497 | Random CAGR:  11.52% | Random Sortino:  0.68
Iteration: 0498 | Random CAGR:  13.74% | Random Sortino:  0.73
Iteration: 0499 | Random CAGR:  12.58% | Random Sortino:  0.73
Iteration: 0500 | Random CAGR:  11.66% | Random Sortino:  0.59
 ... 500 runs completed
Iteration: 0501 | Random CAGR:  12.87% | Random Sortino:  0.72
Iteration: 0502 | Random CAGR:  13.56% | Random Sortino:  0.70
Iteration: 0503 | Random CAGR:  15.24% | Random Sortino:  0.88
Iteration: 0504 | Random CAGR:  14.43% | Random Sortino:  0.86
Iteration: 0505 | Random CAGR:  14.19% | Random Sortino:  0.75
Iteration: 0506 | Random CAGR:  12.35% | Random Sortino:  0.67
Iteration: 0507 | Random CAGR:  14.01% | Random Sortino:  0.80
Iteration: 0508 | Random CAGR:  12.78% | Random Sortino:  0.77
Iteration: 0509 | Random CAGR:  11.55% | Random Sortino:  0.65
Iteration: 0510 | Random CAGR:  12.81% | Random Sortino:  0.66
Iteration: 0511 | Random CAGR:  11.54% | Random Sortino:  0.56
Iteration: 0512 | Random CAGR:  10.27% | Random Sortino:  0.62
Iteration: 0513 | Random CAGR:  12.10% | Random Sortino:  0.70
Iteration: 0514 | Random CAGR:  11.69% | Random Sortino:  0.71
Iteration: 0515 | Random CAGR:  11.70% | Random Sortino:  0.65
Iteration: 0516 | Random CAGR:   8.05% | Random Sortino:  0.41
Iteration: 0517 | Random CAGR:   9.10% | Random Sortino:  0.46
Iteration: 0518 | Random CAGR:  16.57% | Random Sortino:  0.98
Iteration: 0519 | Random CAGR:  10.65% | Random Sortino:  0.60
Iteration: 0520 | Random CAGR:  18.42% | Random Sortino:  1.08
Iteration: 0521 | Random CAGR:  12.26% | Random Sortino:  0.72
Iteration: 0522 | Random CAGR:  14.40% | Random Sortino:  0.75
Iteration: 0523 | Random CAGR:  12.71% | Random Sortino:  0.63
Iteration: 0524 | Random CAGR:   9.98% | Random Sortino:  0.53
Iteration: 0525 | Random CAGR:  10.91% | Random Sortino:  0.55
Iteration: 0526 | Random CAGR:  14.39% | Random Sortino:  0.83
Iteration: 0527 | Random CAGR:   9.51% | Random Sortino:  0.53
Iteration: 0528 | Random CAGR:  15.09% | Random Sortino:  0.78
Iteration: 0529 | Random CAGR:  11.14% | Random Sortino:  0.60
Iteration: 0530 | Random CAGR:  11.52% | Random Sortino:  0.60
Iteration: 0531 | Random CAGR:  11.99% | Random Sortino:  0.68
Iteration: 0532 | Random CAGR:   8.84% | Random Sortino:  0.53
Iteration: 0533 | Random CAGR:  12.50% | Random Sortino:  0.61
Iteration: 0534 | Random CAGR:  13.21% | Random Sortino:  0.86
Iteration: 0535 | Random CAGR:  15.20% | Random Sortino:  0.83
Iteration: 0536 | Random CAGR:  13.62% | Random Sortino:  0.85
Iteration: 0537 | Random CAGR:   8.30% | Random Sortino:  0.44
Iteration: 0538 | Random CAGR:  14.08% | Random Sortino:  0.73
Iteration: 0539 | Random CAGR:  10.73% | Random Sortino:  0.66
Iteration: 0540 | Random CAGR:  15.78% | Random Sortino:  0.86
Iteration: 0541 | Random CAGR:  11.82% | Random Sortino:  0.57
Iteration: 0542 | Random CAGR:  10.44% | Random Sortino:  0.58
Iteration: 0543 | Random CAGR:  14.72% | Random Sortino:  0.83
Iteration: 0544 | Random CAGR:  14.34% | Random Sortino:  0.66
Iteration: 0545 | Random CAGR:  10.92% | Random Sortino:  0.62
Iteration: 0546 | Random CAGR:  10.29% | Random Sortino:  0.63
Iteration: 0547 | Random CAGR:  13.54% | Random Sortino:  0.71
Iteration: 0548 | Random CAGR:  11.62% | Random Sortino:  0.66
Iteration: 0549 | Random CAGR:   7.89% | Random Sortino:  0.42
Iteration: 0550 | Random CAGR:  10.30% | Random Sortino:  0.65
Iteration: 0551 | Random CAGR:   9.32% | Random Sortino:  0.58
Iteration: 0552 | Random CAGR:  11.24% | Random Sortino:  0.69
Iteration: 0553 | Random CAGR:   9.02% | Random Sortino:  0.59
Iteration: 0554 | Random CAGR:  10.87% | Random Sortino:  0.68
Iteration: 0555 | Random CAGR:  14.21% | Random Sortino:  0.77
Iteration: 0556 | Random CAGR:  11.14% | Random Sortino:  0.59
Iteration: 0557 | Random CAGR:  12.43% | Random Sortino:  0.65
Iteration: 0558 | Random CAGR:  12.57% | Random Sortino:  0.74
Iteration: 0559 | Random CAGR:  12.94% | Random Sortino:  0.74
Iteration: 0560 | Random CAGR:  16.45% | Random Sortino:  1.20
Iteration: 0561 | Random CAGR:  10.05% | Random Sortino:  0.53
Iteration: 0562 | Random CAGR:  14.24% | Random Sortino:  0.67
Iteration: 0563 | Random CAGR:  12.64% | Random Sortino:  0.70
Iteration: 0564 | Random CAGR:  12.15% | Random Sortino:  0.63
Iteration: 0565 | Random CAGR:  11.48% | Random Sortino:  0.57
Iteration: 0566 | Random CAGR:  10.16% | Random Sortino:  0.47
Iteration: 0567 | Random CAGR:  14.62% | Random Sortino:  0.94
Iteration: 0568 | Random CAGR:  11.00% | Random Sortino:  0.66
Iteration: 0569 | Random CAGR:  14.56% | Random Sortino:  0.99
Iteration: 0570 | Random CAGR:  11.17% | Random Sortino:  0.63
Iteration: 0571 | Random CAGR:   9.35% | Random Sortino:  0.56
Iteration: 0572 | Random CAGR:  13.15% | Random Sortino:  0.67
Iteration: 0573 | Random CAGR:   8.93% | Random Sortino:  0.50
Iteration: 0574 | Random CAGR:  13.40% | Random Sortino:  0.76
Iteration: 0575 | Random CAGR:  11.29% | Random Sortino:  0.58
Iteration: 0576 | Random CAGR:  12.24% | Random Sortino:  0.63
Iteration: 0577 | Random CAGR:  13.41% | Random Sortino:  0.70
Iteration: 0578 | Random CAGR:   8.29% | Random Sortino:  0.47
Iteration: 0579 | Random CAGR:  10.67% | Random Sortino:  0.51
Iteration: 0580 | Random CAGR:   6.82% | Random Sortino:  0.42
Iteration: 0581 | Random CAGR:  12.89% | Random Sortino:  0.73
Iteration: 0582 | Random CAGR:  11.33% | Random Sortino:  0.69
Iteration: 0583 | Random CAGR:  11.91% | Random Sortino:  0.62
Iteration: 0584 | Random CAGR:  15.64% | Random Sortino:  0.89
Iteration: 0585 | Random CAGR:  15.29% | Random Sortino:  0.91
Iteration: 0586 | Random CAGR:  12.54% | Random Sortino:  0.58
Iteration: 0587 | Random CAGR:  14.40% | Random Sortino:  0.77
Iteration: 0588 | Random CAGR:  10.31% | Random Sortino:  0.52
Iteration: 0589 | Random CAGR:  16.45% | Random Sortino:  0.91
Iteration: 0590 | Random CAGR:  11.27% | Random Sortino:  0.75
Iteration: 0591 | Random CAGR:  16.37% | Random Sortino:  0.86
Iteration: 0592 | Random CAGR:  13.17% | Random Sortino:  0.61
Iteration: 0593 | Random CAGR:  15.28% | Random Sortino:  0.79
Iteration: 0594 | Random CAGR:  15.16% | Random Sortino:  0.68
Iteration: 0595 | Random CAGR:  10.48% | Random Sortino:  0.65
Iteration: 0596 | Random CAGR:  12.69% | Random Sortino:  0.63
Iteration: 0597 | Random CAGR:  15.04% | Random Sortino:  0.79
Iteration: 0598 | Random CAGR:  12.65% | Random Sortino:  0.62
Iteration: 0599 | Random CAGR:  12.38% | Random Sortino:  0.67
Iteration: 0600 | Random CAGR:  13.38% | Random Sortino:  0.79
 ... 600 runs completed
Iteration: 0601 | Random CAGR:  12.93% | Random Sortino:  0.72
Iteration: 0602 | Random CAGR:  15.15% | Random Sortino:  0.69
Iteration: 0603 | Random CAGR:  12.80% | Random Sortino:  0.75
Iteration: 0604 | Random CAGR:  12.52% | Random Sortino:  0.83
Iteration: 0605 | Random CAGR:  14.58% | Random Sortino:  0.77
Iteration: 0606 | Random CAGR:   8.91% | Random Sortino:  0.49
Iteration: 0607 | Random CAGR:  13.18% | Random Sortino:  0.70
Iteration: 0608 | Random CAGR:  14.32% | Random Sortino:  0.72
Iteration: 0609 | Random CAGR:  13.66% | Random Sortino:  0.76
Iteration: 0610 | Random CAGR:  12.02% | Random Sortino:  0.58
Iteration: 0611 | Random CAGR:  11.84% | Random Sortino:  0.65
Iteration: 0612 | Random CAGR:   8.83% | Random Sortino:  0.53
Iteration: 0613 | Random CAGR:  15.50% | Random Sortino:  0.77
Iteration: 0614 | Random CAGR:  13.98% | Random Sortino:  0.82
Iteration: 0615 | Random CAGR:  10.12% | Random Sortino:  0.45
Iteration: 0616 | Random CAGR:   7.79% | Random Sortino:  0.47
Iteration: 0617 | Random CAGR:  11.48% | Random Sortino:  0.69
Iteration: 0618 | Random CAGR:  13.91% | Random Sortino:  0.82
Iteration: 0619 | Random CAGR:  10.20% | Random Sortino:  0.54
Iteration: 0620 | Random CAGR:  10.25% | Random Sortino:  0.69
Iteration: 0621 | Random CAGR:  16.04% | Random Sortino:  0.73
Iteration: 0622 | Random CAGR:  12.34% | Random Sortino:  0.58
Iteration: 0623 | Random CAGR:  12.82% | Random Sortino:  0.83
Iteration: 0624 | Random CAGR:  13.40% | Random Sortino:  0.70
Iteration: 0625 | Random CAGR:  12.46% | Random Sortino:  0.67
Iteration: 0626 | Random CAGR:  14.37% | Random Sortino:  0.73
Iteration: 0627 | Random CAGR:  15.70% | Random Sortino:  0.83
Iteration: 0628 | Random CAGR:  11.11% | Random Sortino:  0.65
Iteration: 0629 | Random CAGR:  11.36% | Random Sortino:  0.67
Iteration: 0630 | Random CAGR:  12.36% | Random Sortino:  0.61
Iteration: 0631 | Random CAGR:   8.22% | Random Sortino:  0.47
Iteration: 0632 | Random CAGR:  14.04% | Random Sortino:  0.79
Iteration: 0633 | Random CAGR:  14.99% | Random Sortino:  0.79
Iteration: 0634 | Random CAGR:  15.47% | Random Sortino:  0.86
Iteration: 0635 | Random CAGR:  13.20% | Random Sortino:  0.70
Iteration: 0636 | Random CAGR:  14.71% | Random Sortino:  0.76
Iteration: 0637 | Random CAGR:  12.22% | Random Sortino:  0.65
Iteration: 0638 | Random CAGR:  12.88% | Random Sortino:  0.80
Iteration: 0639 | Random CAGR:   9.19% | Random Sortino:  0.57
Iteration: 0640 | Random CAGR:  11.39% | Random Sortino:  0.73
Iteration: 0641 | Random CAGR:   8.20% | Random Sortino:  0.45
Iteration: 0642 | Random CAGR:  12.87% | Random Sortino:  0.76
Iteration: 0643 | Random CAGR:  16.48% | Random Sortino:  0.86
Iteration: 0644 | Random CAGR:  12.15% | Random Sortino:  0.73
Iteration: 0645 | Random CAGR:  12.82% | Random Sortino:  0.66
Iteration: 0646 | Random CAGR:  11.03% | Random Sortino:  0.66
Iteration: 0647 | Random CAGR:  17.55% | Random Sortino:  0.78
Iteration: 0648 | Random CAGR:  11.55% | Random Sortino:  0.68
Iteration: 0649 | Random CAGR:  11.40% | Random Sortino:  0.73
Iteration: 0650 | Random CAGR:  11.64% | Random Sortino:  0.63
Iteration: 0651 | Random CAGR:  10.79% | Random Sortino:  0.71
Iteration: 0652 | Random CAGR:   8.36% | Random Sortino:  0.40
Iteration: 0653 | Random CAGR:  14.95% | Random Sortino:  0.90
Iteration: 0654 | Random CAGR:  12.67% | Random Sortino:  0.59
Iteration: 0655 | Random CAGR:  15.18% | Random Sortino:  0.73
Iteration: 0656 | Random CAGR:  13.14% | Random Sortino:  0.79
Iteration: 0657 | Random CAGR:  14.38% | Random Sortino:  0.82
Iteration: 0658 | Random CAGR:   9.71% | Random Sortino:  0.56
Iteration: 0659 | Random CAGR:  11.54% | Random Sortino:  0.59
Iteration: 0660 | Random CAGR:  15.16% | Random Sortino:  0.78
Iteration: 0661 | Random CAGR:  12.36% | Random Sortino:  0.73
Iteration: 0662 | Random CAGR:  11.84% | Random Sortino:  0.62
Iteration: 0663 | Random CAGR:  11.89% | Random Sortino:  0.74
Iteration: 0664 | Random CAGR:  11.58% | Random Sortino:  0.58
Iteration: 0665 | Random CAGR:  11.69% | Random Sortino:  0.63
Iteration: 0666 | Random CAGR:  14.01% | Random Sortino:  0.84
Iteration: 0667 | Random CAGR:  12.15% | Random Sortino:  0.69
Iteration: 0668 | Random CAGR:  11.85% | Random Sortino:  0.83
Iteration: 0669 | Random CAGR:  12.63% | Random Sortino:  0.57
Iteration: 0670 | Random CAGR:  10.51% | Random Sortino:  0.68
Iteration: 0671 | Random CAGR:   8.52% | Random Sortino:  0.51
Iteration: 0672 | Random CAGR:  13.06% | Random Sortino:  0.73
Iteration: 0673 | Random CAGR:  12.41% | Random Sortino:  0.59
Iteration: 0674 | Random CAGR:  11.57% | Random Sortino:  0.55
Iteration: 0675 | Random CAGR:   9.75% | Random Sortino:  0.59
Iteration: 0676 | Random CAGR:   6.84% | Random Sortino:  0.44
Iteration: 0677 | Random CAGR:  14.00% | Random Sortino:  0.79
Iteration: 0678 | Random CAGR:  12.91% | Random Sortino:  0.95
Iteration: 0679 | Random CAGR:   9.74% | Random Sortino:  0.48
Iteration: 0680 | Random CAGR:  11.46% | Random Sortino:  0.72
Iteration: 0681 | Random CAGR:  14.79% | Random Sortino:  0.84
Iteration: 0682 | Random CAGR:   9.39% | Random Sortino:  0.52
Iteration: 0683 | Random CAGR:  12.18% | Random Sortino:  0.61
Iteration: 0684 | Random CAGR:  12.26% | Random Sortino:  0.63
Iteration: 0685 | Random CAGR:  11.37% | Random Sortino:  0.55
Iteration: 0686 | Random CAGR:  15.29% | Random Sortino:  0.89
Iteration: 0687 | Random CAGR:  14.14% | Random Sortino:  0.74
Iteration: 0688 | Random CAGR:  13.38% | Random Sortino:  0.63
Iteration: 0689 | Random CAGR:  16.14% | Random Sortino:  0.78
Iteration: 0690 | Random CAGR:  15.22% | Random Sortino:  0.85
Iteration: 0691 | Random CAGR:  13.52% | Random Sortino:  0.63
Iteration: 0692 | Random CAGR:   8.07% | Random Sortino:  0.55
Iteration: 0693 | Random CAGR:  11.74% | Random Sortino:  0.59
Iteration: 0694 | Random CAGR:  12.40% | Random Sortino:  0.55
Iteration: 0695 | Random CAGR:   8.33% | Random Sortino:  0.49
Iteration: 0696 | Random CAGR:   6.65% | Random Sortino:  0.35
Iteration: 0697 | Random CAGR:  11.39% | Random Sortino:  0.61
Iteration: 0698 | Random CAGR:   7.83% | Random Sortino:  0.42
Iteration: 0699 | Random CAGR:  16.21% | Random Sortino:  1.06
Iteration: 0700 | Random CAGR:  11.19% | Random Sortino:  0.64
 ... 700 runs completed
Iteration: 0701 | Random CAGR:  10.95% | Random Sortino:  0.66
Iteration: 0702 | Random CAGR:  10.94% | Random Sortino:  0.64
Iteration: 0703 | Random CAGR:  12.35% | Random Sortino:  0.72
Iteration: 0704 | Random CAGR:  14.30% | Random Sortino:  0.86
Iteration: 0705 | Random CAGR:  14.14% | Random Sortino:  0.72
Iteration: 0706 | Random CAGR:  12.55% | Random Sortino:  0.67
Iteration: 0707 | Random CAGR:  12.23% | Random Sortino:  0.65
Iteration: 0708 | Random CAGR:  11.67% | Random Sortino:  0.64
Iteration: 0709 | Random CAGR:  14.99% | Random Sortino:  0.72
Iteration: 0710 | Random CAGR:   9.65% | Random Sortino:  0.46
Iteration: 0711 | Random CAGR:  12.21% | Random Sortino:  0.72
Iteration: 0712 | Random CAGR:   9.85% | Random Sortino:  0.56
Iteration: 0713 | Random CAGR:  12.83% | Random Sortino:  0.66
Iteration: 0714 | Random CAGR:  12.27% | Random Sortino:  0.60
Iteration: 0715 | Random CAGR:  13.09% | Random Sortino:  0.80
Iteration: 0716 | Random CAGR:  12.73% | Random Sortino:  0.53
Iteration: 0717 | Random CAGR:   9.21% | Random Sortino:  0.47
Iteration: 0718 | Random CAGR:  13.61% | Random Sortino:  0.82
Iteration: 0719 | Random CAGR:  14.57% | Random Sortino:  0.98
Iteration: 0720 | Random CAGR:  14.05% | Random Sortino:  0.75
Iteration: 0721 | Random CAGR:  12.82% | Random Sortino:  0.80
Iteration: 0722 | Random CAGR:  14.40% | Random Sortino:  0.81
Iteration: 0723 | Random CAGR:  12.44% | Random Sortino:  0.70
Iteration: 0724 | Random CAGR:  10.46% | Random Sortino:  0.51
Iteration: 0725 | Random CAGR:  12.07% | Random Sortino:  0.50
Iteration: 0726 | Random CAGR:  12.49% | Random Sortino:  0.65
Iteration: 0727 | Random CAGR:  11.78% | Random Sortino:  0.51
Iteration: 0728 | Random CAGR:  12.47% | Random Sortino:  0.70
Iteration: 0729 | Random CAGR:  14.37% | Random Sortino:  0.92
Iteration: 0730 | Random CAGR:  10.12% | Random Sortino:  0.59
Iteration: 0731 | Random CAGR:  13.07% | Random Sortino:  0.78
Iteration: 0732 | Random CAGR:  16.18% | Random Sortino:  0.85
Iteration: 0733 | Random CAGR:   8.28% | Random Sortino:  0.47
Iteration: 0734 | Random CAGR:  13.18% | Random Sortino:  0.74
Iteration: 0735 | Random CAGR:  10.32% | Random Sortino:  0.59
Iteration: 0736 | Random CAGR:  13.75% | Random Sortino:  0.69
Iteration: 0737 | Random CAGR:  12.44% | Random Sortino:  0.63
Iteration: 0738 | Random CAGR:   9.82% | Random Sortino:  0.54
Iteration: 0739 | Random CAGR:  12.30% | Random Sortino:  0.77
Iteration: 0740 | Random CAGR:  10.01% | Random Sortino:  0.60
Iteration: 0741 | Random CAGR:  13.54% | Random Sortino:  0.80
Iteration: 0742 | Random CAGR:  11.01% | Random Sortino:  0.56
Iteration: 0743 | Random CAGR:  16.52% | Random Sortino:  0.81
Iteration: 0744 | Random CAGR:  16.75% | Random Sortino:  0.96
Iteration: 0745 | Random CAGR:   8.68% | Random Sortino:  0.41
Iteration: 0746 | Random CAGR:   9.43% | Random Sortino:  0.52
Iteration: 0747 | Random CAGR:  11.33% | Random Sortino:  0.63
Iteration: 0748 | Random CAGR:  13.75% | Random Sortino:  0.68
Iteration: 0749 | Random CAGR:  10.19% | Random Sortino:  0.69
Iteration: 0750 | Random CAGR:  11.46% | Random Sortino:  0.49
Iteration: 0751 | Random CAGR:  14.07% | Random Sortino:  0.81
Iteration: 0752 | Random CAGR:   8.91% | Random Sortino:  0.48
Iteration: 0753 | Random CAGR:  12.50% | Random Sortino:  0.77
Iteration: 0754 | Random CAGR:   9.51% | Random Sortino:  0.60
Iteration: 0755 | Random CAGR:  12.27% | Random Sortino:  0.59
Iteration: 0756 | Random CAGR:  11.52% | Random Sortino:  0.71
Iteration: 0757 | Random CAGR:  12.28% | Random Sortino:  0.62
Iteration: 0758 | Random CAGR:  10.88% | Random Sortino:  0.58
Iteration: 0759 | Random CAGR:  16.21% | Random Sortino:  0.99
Iteration: 0760 | Random CAGR:  13.51% | Random Sortino:  0.66
Iteration: 0761 | Random CAGR:  14.10% | Random Sortino:  0.72
Iteration: 0762 | Random CAGR:   9.43% | Random Sortino:  0.50
Iteration: 0763 | Random CAGR:  13.40% | Random Sortino:  0.75
Iteration: 0764 | Random CAGR:  13.73% | Random Sortino:  0.68
Iteration: 0765 | Random CAGR:   8.38% | Random Sortino:  0.38
Iteration: 0766 | Random CAGR:  15.40% | Random Sortino:  0.86
Iteration: 0767 | Random CAGR:  11.79% | Random Sortino:  0.62
Iteration: 0768 | Random CAGR:  14.24% | Random Sortino:  0.84
Iteration: 0769 | Random CAGR:  11.20% | Random Sortino:  0.74
Iteration: 0770 | Random CAGR:  16.79% | Random Sortino:  0.89
Iteration: 0771 | Random CAGR:  14.83% | Random Sortino:  0.81
